id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene,cancer,gene,cell
"AMT_Monocyte, classical",Wald_ratio,1,-0.054081076,0.03158096,NA,NA,0.086812255,NA,NA,NA,NA,NA,NA,NA,-0.115979758,0.007817607,0.947355296,0.890493249,1.007848244,0.679972433,AMT,Squamous cell lung cancer,AMT,"Monocyte, classical"
"AMT_T cell, CD4, TH2",Wald_ratio,1,-0.060104806,0.035688914,NA,NA,0.092156362,NA,NA,NA,NA,NA,NA,NA,-0.130055078,0.009845467,0.941665837,0.878047069,1.009894093,0.690619694,AMT,Squamous cell lung cancer,AMT,"T cell, CD4, TH2"
"AMT_T cell, CD4, memory TREG",Wald_ratio,1,-0.060968741,0.0362019,NA,NA,0.092156362,NA,NA,NA,NA,NA,NA,NA,-0.131924466,0.009986984,0.940852649,0.876407191,1.01003702,0.690619694,AMT,Squamous cell lung cancer,AMT,"T cell, CD4, memory TREG"
"AMT_Monocyte, non-classical",Wald_ratio,1,-0.049885828,0.035315494,NA,NA,0.157780354,NA,NA,NA,NA,NA,NA,NA,-0.119104196,0.01933254,0.951338034,0.887715299,1.019520623,0.730790015,AMT,Squamous cell lung cancer,AMT,"Monocyte, non-classical"
"SLC22A5_T cell, CD4, memory TREG",Wald_ratio,1,-0.036624365,0.062427895,NA,NA,0.557427599,NA,NA,NA,NA,NA,NA,NA,-0.158983039,0.085734309,0.964038194,0.853010826,1.089516815,0.984446643,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, memory TREG"
"SLC22A5_T cell, CD4, naive",Wald_ratio,1,-0.037598116,0.064087698,NA,NA,0.557427599,NA,NA,NA,NA,NA,NA,NA,-0.163210005,0.088013772,0.963099917,0.849412789,1.092003161,0.984446643,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, naive"
"SLC22A5_T cell, CD8, naive",Wald_ratio,1,-0.040327878,0.0687407,NA,NA,0.557427599,NA,NA,NA,NA,NA,NA,NA,-0.175059651,0.094403895,0.960474469,0.839406948,1.099003539,0.984446643,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD8, naive"
"SLC22A5_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.038078019,0.064905714,NA,NA,0.557427599,NA,NA,NA,NA,NA,NA,NA,-0.165293219,0.089137181,0.962637834,0.847645122,1.093230617,0.984446643,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, TH1 TH17"
"GTF2A2_Monocyte, non-classical",Wald_ratio,1,-0.014584979,0.070947272,NA,NA,0.837122976,NA,NA,NA,NA,NA,NA,NA,-0.153641632,0.124471673,0.985520866,0.857579295,1.132549939,0.994692186,GTF2A2,Stomach cancer,GTF2A2,"Monocyte, non-classical"
"DNMT3B_T cell, CD4, naive TREG",Wald_ratio,1,-0.005559838,0.061265141,NA,NA,0.927690894,NA,NA,NA,NA,NA,NA,NA,-0.125639515,0.114519838,0.994455589,0.881932713,1.121334886,0.994692186,DNMT3B,Stomach cancer,DNMT3B,"T cell, CD4, naive TREG"
"CTD-2540F13.2_NK cell, CD56dim CD16+",Wald_ratio,1,0.07223308,0.097984624,NA,NA,0.461008084,NA,NA,NA,NA,NA,NA,NA,-0.119816783,0.264282943,1.074905854,0.887082951,1.302496677,0.980182576,CTD-2540F13.2,Stomach cancer,CTD-2540F13.2,"NK cell, CD56dim CD16+"
"NSUN2_Monocyte, non-classical",Wald_ratio,1,-0.005137375,0.046888742,NA,NA,0.912754197,NA,NA,NA,NA,NA,NA,NA,-0.09703931,0.08676456,0.994875798,0.907520331,1.090639869,0.994692186,NSUN2,Stomach cancer,NSUN2,"Monocyte, non-classical"
"LAMC1_B cell, naive",Wald_ratio,1,0.016667439,0.064402076,NA,NA,0.795787384,NA,NA,NA,NA,NA,NA,NA,-0.10956063,0.142895507,1.016807115,0.896227824,1.153609252,0.994692186,LAMC1,Stomach cancer,LAMC1,"B cell, naive"
"CASP8_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.021086055,0.053260466,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.125476569,0.083304459,0.979134702,0.882076432,1.086872667,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, TH1 TH17"
"CASP8_T cell, CD4, TH2",Wald_ratio,1,-0.02165646,0.05470123,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.128870871,0.085557951,0.978576358,0.879087474,1.089324687,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, TH2"
"CASP8_Monocyte, classical",Wald_ratio,1,-0.01998621,0.050482409,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.11893173,0.078959311,0.980212191,0.887868413,1.082160289,0.987678197,CASP8,Stomach cancer,CASP8,"Monocyte, classical"
"CASP8_T cell, CD4, memory TREG",Wald_ratio,1,-0.020122207,0.05082592,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.119741011,0.079496596,0.980078893,0.88715017,1.082741874,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, memory TREG"
"CASP8_B cell, naive",Wald_ratio,1,-0.028951247,0.073126856,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.172279885,0.114377391,0.971463825,0.841743549,1.121175167,0.987678197,CASP8,Stomach cancer,CASP8,"B cell, naive"
"CASP8_T cell, CD4, naive",Wald_ratio,1,-0.020888519,0.052761519,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.124301096,0.082524057,0.979328135,0.883113899,1.0860248,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, naive"
"CASP8_T cell, CD4, naive TREG",Wald_ratio,1,-0.021435536,0.054143208,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.127556223,0.084685151,0.978792572,0.880243924,1.088374339,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, naive TREG"
"CASP8_T cell, CD4, TFH",Wald_ratio,1,-0.020216468,0.05106401,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.120301928,0.079868991,0.979986515,0.886652691,1.083145157,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, TFH"
"CASP8_T cell, CD4, TH17",Wald_ratio,1,-0.020816795,0.052580352,NA,NA,0.692175528,NA,NA,NA,NA,NA,NA,NA,-0.123874284,0.082240695,0.979398379,0.883490903,1.085717105,0.987678197,CASP8,Stomach cancer,CASP8,"T cell, CD4, TH17"
"CASP8_Monocyte, non-classical",Wald_ratio,1,-0.020508269,0.051445958,NA,NA,0.690160593,NA,NA,NA,NA,NA,NA,NA,-0.121342347,0.080325808,0.979700595,0.88573068,1.083640069,0.987678197,CASP8,Stomach cancer,CASP8,"Monocyte, non-classical"
"CASP8_NK cell, CD56dim CD16+",Wald_ratio,1,-0.021778051,0.054631265,NA,NA,0.690160593,NA,NA,NA,NA,NA,NA,NA,-0.128855331,0.085299229,0.978457378,0.879101135,1.089042891,0.987678197,CASP8,Stomach cancer,CASP8,"NK cell, CD56dim CD16+"
"RP1-228P16.1_T cell, CD4, TH1",Wald_ratio,1,-0.033530618,0.081560962,NA,NA,0.680991063,NA,NA,NA,NA,NA,NA,NA,-0.193390102,0.126328867,0.967025303,0.824160405,1.134655258,0.987678197,RP1-228P16.1,Stomach cancer,RP1-228P16.1,"T cell, CD4, TH1"
"C10orf32_T cell, CD4, TFH",Wald_ratio,1,0.028933245,0.073797346,NA,NA,0.695011302,NA,NA,NA,NA,NA,NA,NA,-0.115709553,0.173576043,1.029355878,0.890733897,1.18955114,0.987678197,C10orf32,Stomach cancer,C10orf32,"T cell, CD4, TFH"
"C10orf32_T cell, CD4, TH2",Wald_ratio,1,0.01402373,0.068276117,NA,NA,0.837261729,NA,NA,NA,NA,NA,NA,NA,-0.119797458,0.147844918,1.014122524,0.887100093,1.159333091,0.994692186,C10orf32,Stomach cancer,C10orf32,"T cell, CD4, TH2"
"RAB7L1_T cell, CD4, memory TREG",Wald_ratio,1,-0.059426916,0.089985615,NA,NA,0.508994205,NA,NA,NA,NA,NA,NA,NA,-0.235798722,0.116944889,0.942304398,0.789939655,1.12405748,0.984446643,RAB7L1,Stomach cancer,RAB7L1,"T cell, CD4, memory TREG"
"POLI_T cell, CD4, TH17",Wald_ratio,1,0.107501217,0.055701629,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001673975,0.216676409,1.113492216,0.998327425,1.241942155,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, TH17"
"POLI_Monocyte, classical",Wald_ratio,1,0.111453645,0.057749575,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001735521,0.224642811,1.117901922,0.998265984,1.25187548,0.961923317,POLI,Stomach cancer,POLI,"Monocyte, classical"
"POLI_T cell, CD4, TH1",Wald_ratio,1,0.107662181,0.055785032,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001676482,0.217000845,1.113671463,0.998324923,1.242345151,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, TH1"
"POLI_T cell, CD4, naive TREG",Wald_ratio,1,0.097601357,0.050572028,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001519818,0.196722532,1.102523184,0.998481336,1.217406202,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, naive TREG"
"POLI_T cell, CD4, TFH",Wald_ratio,1,0.124814728,0.064672604,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001943576,0.251573032,1.132938532,0.998058312,1.286046819,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, TFH"
"POLI_T cell, CD4, TH2",Wald_ratio,1,0.106549323,0.055208406,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001659153,0.214757798,1.112432793,0.998342223,1.239561637,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, TH2"
"POLI_T cell, CD4, TH1 TH17",Wald_ratio,1,0.106435312,0.055149332,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001657377,0.214528002,1.112305972,0.998343995,1.239276823,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD4, TH1 TH17"
"POLI_T cell, CD8, naive",Wald_ratio,1,0.107763736,0.055837653,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.001678063,0.217205536,1.113784567,0.998323344,1.242599474,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD8, naive"
"POLI_T cell, CD8, naive activated",Wald_ratio,1,0.132693854,0.068755164,NA,NA,0.053613348,NA,NA,NA,NA,NA,NA,NA,-0.002066267,0.267453976,1.141900357,0.997935866,1.306633492,0.961923317,POLI,Stomach cancer,POLI,"T cell, CD8, naive activated"
"MAP2K1_T cell, CD4, naive TREG",Wald_ratio,1,-0.052555325,0.057236723,NA,NA,0.358508999,NA,NA,NA,NA,NA,NA,NA,-0.164739303,0.059628653,0.948801827,0.848114777,1.06144231,0.961923317,MAP2K1,Stomach cancer,MAP2K1,"T cell, CD4, naive TREG"
"PFKM_NK cell, CD56dim CD16+",Wald_ratio,1,0.038774357,0.079381333,NA,NA,0.625226272,NA,NA,NA,NA,NA,NA,NA,-0.116813056,0.19436177,1.039535893,0.889751511,1.214535586,0.987678197,PFKM,Stomach cancer,PFKM,"NK cell, CD56dim CD16+"
"C10orf32_Monocyte, non-classical",Wald_ratio,1,0.031395058,0.066012788,NA,NA,0.634366108,NA,NA,NA,NA,NA,NA,NA,-0.097990007,0.160780123,1.031893081,0.906657964,1.174426711,0.987678197,C10orf32,Stomach cancer,C10orf32,"Monocyte, non-classical"
"SNX32_B cell, naive",Wald_ratio,1,0.028835858,0.0609469,NA,NA,0.636119835,NA,NA,NA,NA,NA,NA,NA,-0.090620066,0.148291782,1.029255636,0.913364664,1.15985127,0.987678197,SNX32,Stomach cancer,SNX32,"B cell, naive"
"NSUN4_B cell, naive",Wald_ratio,1,0.035901968,0.052792019,NA,NA,0.496463742,NA,NA,NA,NA,NA,NA,NA,-0.067570389,0.139374325,1.036554226,0.934661928,1.149554326,0.984446643,NSUN4,Stomach cancer,NSUN4,"B cell, naive"
"CTSK_T cell, CD4, naive activated",Wald_ratio,1,0.0606818,0.075488688,NA,NA,0.42148194,NA,NA,NA,NA,NA,NA,NA,-0.087276028,0.208639627,1.062560753,0.916424102,1.232000939,0.978444889,CTSK,Stomach cancer,CTSK,"T cell, CD4, naive activated"
"CERS2_T cell, CD4, memory TREG",Wald_ratio,1,0.069970292,0.07165923,NA,NA,0.328850937,NA,NA,NA,NA,NA,NA,NA,-0.070481799,0.210422383,1.07247632,0.931944702,1.234199254,0.961923317,CERS2,Stomach cancer,CERS2,"T cell, CD4, memory TREG"
"CERS2_T cell, CD4, TH17",Wald_ratio,1,0.073575761,0.0818427,NA,NA,0.368658041,NA,NA,NA,NA,NA,NA,NA,-0.086835931,0.233987452,1.076350078,0.916827506,1.263628637,0.961923317,CERS2,Stomach cancer,CERS2,"T cell, CD4, TH17"
"ECHDC2_T cell, CD4, TH17",Wald_ratio,1,-0.052855704,0.064589,NA,NA,0.413163585,NA,NA,NA,NA,NA,NA,NA,-0.179450145,0.073738736,0.948516869,0.835729615,1.076525512,0.977515982,ECHDC2,Stomach cancer,ECHDC2,"T cell, CD4, TH17"
"ECHDC2_T cell, CD4, TH1",Wald_ratio,1,-0.049392157,0.060356589,NA,NA,0.413163585,NA,NA,NA,NA,NA,NA,NA,-0.167691071,0.068906758,0.951807799,0.845615029,1.071336311,0.977515982,ECHDC2,Stomach cancer,ECHDC2,"T cell, CD4, TH1"
"ECHDC2_NK cell, CD56dim CD16+",Wald_ratio,1,-0.05412271,0.066137264,NA,NA,0.413163585,NA,NA,NA,NA,NA,NA,NA,-0.183751748,0.075506329,0.947315855,0.832142359,1.078430053,0.977515982,ECHDC2,Stomach cancer,ECHDC2,"NK cell, CD56dim CD16+"
"ECHDC2_T cell, CD4, memory TREG",Wald_ratio,1,-0.045220743,0.055259174,NA,NA,0.413163585,NA,NA,NA,NA,NA,NA,NA,-0.153528725,0.063087239,0.955786475,0.857676128,1.065119755,0.977515982,ECHDC2,Stomach cancer,ECHDC2,"T cell, CD4, memory TREG"
"SNX32_T cell, CD4, TH2",Wald_ratio,1,0.046311626,0.070834735,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.092524454,0.185147706,1.047400757,0.911626918,1.203396175,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, TH2"
"SNX32_T cell, CD4, naive activated",Wald_ratio,1,0.034162427,0.052252246,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.068251975,0.13657683,1.034752665,0.934025093,1.146342948,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, naive activated"
"SNX32_T cell, CD8, naive",Wald_ratio,1,0.043456272,0.066467402,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.086819837,0.17373238,1.044414323,0.916842262,1.189737126,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD8, naive"
"SNX32_T cell, CD4, TH17",Wald_ratio,1,0.041493964,0.063466006,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.082899407,0.165887335,1.04236687,0.920443733,1.1804401,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, TH17"
"SNX32_T cell, CD4, naive",Wald_ratio,1,0.04767622,0.072921913,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.09525073,0.190603169,1.048831009,0.909144956,1.209979199,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, naive"
"SNX32_T cell, CD4, memory TREG",Wald_ratio,1,0.040806211,0.062414071,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.081525368,0.16313779,1.041650225,0.921709327,1.177198885,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, memory TREG"
"SNX32_T cell, CD4, TFH",Wald_ratio,1,0.040869615,0.06251105,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.081652042,0.163391272,1.041716273,0.921592579,1.177497322,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, TFH"
"SNX32_Monocyte, classical",Wald_ratio,1,0.040106931,0.061344507,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.080128302,0.160342165,1.040922076,0.922997917,1.173912473,0.984446643,SNX32,Stomach cancer,SNX32,"Monocyte, classical"
"SNX32_T cell, CD4, naive TREG",Wald_ratio,1,0.042041299,0.064303167,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.083992909,0.168075506,1.04293755,0.919437776,1.183025933,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, naive TREG"
"SNX32_T cell, CD8, naive activated",Wald_ratio,1,0.032696366,0.050009871,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.065322981,0.130715713,1.033236766,0.936764858,1.13964375,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD8, naive activated"
"SNX32_Monocyte, non-classical",Wald_ratio,1,0.03470607,0.05308376,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.0693381,0.138750239,1.035315354,0.933011176,1.14883713,0.984446643,SNX32,Stomach cancer,SNX32,"Monocyte, non-classical"
"SNX32_T cell, CD4, TH1 TH17",Wald_ratio,1,0.038136112,0.058330091,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.076190867,0.152463091,1.038872626,0.926639325,1.164699474,0.984446643,SNX32,Stomach cancer,SNX32,"T cell, CD4, TH1 TH17"
"SNX32_NK cell, CD56dim CD16+",Wald_ratio,1,0.037145086,0.056814293,NA,NA,0.51324179,NA,NA,NA,NA,NA,NA,NA,-0.074210929,0.1485011,1.037843586,0.928475831,1.160094074,0.984446643,SNX32,Stomach cancer,SNX32,"NK cell, CD56dim CD16+"
"RP11-503G7.2_T cell, CD8, naive",Wald_ratio,1,-0.008614925,0.059899065,NA,NA,0.885639429,NA,NA,NA,NA,NA,NA,NA,-0.126017092,0.108787242,0.991422077,0.881599779,1.114925116,0.994692186,RP11-503G7.2,Stomach cancer,RP11-503G7.2,"T cell, CD8, naive"
"RP11-503G7.2_B cell, naive",Wald_ratio,1,-0.00912209,0.063425352,NA,NA,0.885639429,NA,NA,NA,NA,NA,NA,NA,-0.133435779,0.1151916,0.990919391,0.875083666,1.122088409,0.994692186,RP11-503G7.2,Stomach cancer,RP11-503G7.2,"B cell, naive"
"RP11-503G7.2_T cell, CD4, naive TREG",Wald_ratio,1,-0.009480942,0.065920435,NA,NA,0.885639429,NA,NA,NA,NA,NA,NA,NA,-0.138684994,0.11972311,0.99056386,0.870502198,1.127184702,0.994692186,RP11-503G7.2,Stomach cancer,RP11-503G7.2,"T cell, CD4, naive TREG"
"RP11-503G7.2_Monocyte, non-classical",Wald_ratio,1,-0.008022737,0.055781621,NA,NA,0.885639429,NA,NA,NA,NA,NA,NA,NA,-0.117354715,0.10130924,0.992009359,0.8892697,1.1066188,0.994692186,RP11-503G7.2,Stomach cancer,RP11-503G7.2,"Monocyte, non-classical"
"MAP2K1_T cell, CD4, naive",Wald_ratio,1,-0.050503389,0.064787176,NA,NA,0.43566901,NA,NA,NA,NA,NA,NA,NA,-0.177486255,0.076479476,0.950750706,0.837372509,1.079480035,0.979749471,MAP2K1,Stomach cancer,MAP2K1,"T cell, CD4, naive"
"RP11-617D20.1_NK cell, CD56dim CD16+",Wald_ratio,1,0.096133847,0.057881231,NA,NA,0.096737314,NA,NA,NA,NA,NA,NA,NA,-0.017313366,0.209581061,1.100906408,0.982835649,1.233161332,0.961923317,RP11-617D20.1,Stomach cancer,RP11-617D20.1,"NK cell, CD56dim CD16+"
"RP11-617D20.1_T cell, CD4, naive activated",Wald_ratio,1,0.09910931,0.059672728,NA,NA,0.096737314,NA,NA,NA,NA,NA,NA,NA,-0.017849236,0.216067857,1.104186992,0.982309118,1.241186599,0.961923317,RP11-617D20.1,Stomach cancer,RP11-617D20.1,"T cell, CD4, naive activated"
"RP11-589M4.2_T cell, CD4, TH17",Wald_ratio,1,-0.076686565,0.058515852,NA,NA,0.190017848,NA,NA,NA,NA,NA,NA,NA,-0.191377635,0.038004506,0.926180106,0.82582067,1.038735914,0.961923317,RP11-589M4.2,Stomach cancer,RP11-589M4.2,"T cell, CD4, TH17"
"IREB2_Monocyte, classical",Wald_ratio,1,0.107456796,0.071762669,NA,NA,0.13429147,NA,NA,NA,NA,NA,NA,NA,-0.033198035,0.248111627,1.113442755,0.967346972,1.281602985,0.961923317,IREB2,Stomach cancer,IREB2,"Monocyte, classical"
"GTF2A2_Monocyte, classical",Wald_ratio,1,-0.048785262,0.078515893,NA,NA,0.534374288,NA,NA,NA,NA,NA,NA,NA,-0.202676413,0.105105888,0.952385621,0.816542421,1.110828228,0.984446643,GTF2A2,Stomach cancer,GTF2A2,"Monocyte, classical"
"GTF2A2_T cell, CD4, memory TREG",Wald_ratio,1,-0.04789646,0.077085439,NA,NA,0.534374288,NA,NA,NA,NA,NA,NA,NA,-0.19898392,0.103190999,0.95323248,0.819563072,1.108703151,0.984446643,GTF2A2,Stomach cancer,GTF2A2,"T cell, CD4, memory TREG"
"GTF2A2_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.044921518,0.072297512,NA,NA,0.534374288,NA,NA,NA,NA,NA,NA,NA,-0.186624642,0.096781606,0.956072513,0.829755133,1.10161976,0.984446643,GTF2A2,Stomach cancer,GTF2A2,"T cell, CD4, TH1 TH17"
"GTF2A2_T cell, CD4, TH2",Wald_ratio,1,-0.043323167,0.074031647,NA,NA,0.558414634,NA,NA,NA,NA,NA,NA,NA,-0.188425195,0.101778861,0.957601875,0.828262459,1.107138613,0.984446643,GTF2A2,Stomach cancer,GTF2A2,"T cell, CD4, TH2"
"SLC22A5_T cell, CD4, naive TREG",Wald_ratio,1,-0.032304093,0.06548127,NA,NA,0.621777079,NA,NA,NA,NA,NA,NA,NA,-0.160647382,0.096039196,0.968212111,0.851592305,1.10080221,0.987678197,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, naive TREG"
"SLC22A5_Monocyte, non-classical",Wald_ratio,1,-0.025407039,0.051500755,NA,NA,0.621777079,NA,NA,NA,NA,NA,NA,NA,-0.126348519,0.075534441,0.974913004,0.881307641,1.07846037,0.987678197,SLC22A5,Stomach cancer,SLC22A5,"Monocyte, non-classical"
"SLC22A5_T cell, CD4, naive activated",Wald_ratio,1,-0.025526394,0.05174269,NA,NA,0.621777079,NA,NA,NA,NA,NA,NA,NA,-0.126942066,0.075889279,0.97479665,0.880784698,1.078843117,0.987678197,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, naive activated"
"SLC22A5_T cell, CD4, TH17",Wald_ratio,1,-0.032505107,0.065888731,NA,NA,0.621777079,NA,NA,NA,NA,NA,NA,NA,-0.161647021,0.096636806,0.968017506,0.850741445,1.101460257,0.987678197,SLC22A5,Stomach cancer,SLC22A5,"T cell, CD4, TH17"
"SLC22A5_NK cell, CD56dim CD16+",Wald_ratio,1,-0.026650928,0.054022151,NA,NA,0.621777079,NA,NA,NA,NA,NA,NA,NA,-0.132534343,0.079232488,0.973701074,0.875872853,1.082455951,0.987678197,SLC22A5,Stomach cancer,SLC22A5,"NK cell, CD56dim CD16+"
"NSUN4_T cell, CD8, naive",Wald_ratio,1,0.055802461,0.056807088,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.055539431,0.167144354,1.057388788,0.945974722,1.181924868,0.961923317,NSUN4,Stomach cancer,NSUN4,"T cell, CD8, naive"
"NSUN4_Monocyte, classical",Wald_ratio,1,0.057785705,0.058826037,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.057513327,0.173084738,1.059487929,0.944109308,1.188966851,0.961923317,NSUN4,Stomach cancer,NSUN4,"Monocyte, classical"
"NSUN4_T cell, CD4, naive TREG",Wald_ratio,1,0.058439346,0.059491446,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.058163888,0.17504258,1.06018068,0.943495308,1.191296941,0.961923317,NSUN4,Stomach cancer,NSUN4,"T cell, CD4, naive TREG"
"NSUN4_NK cell, CD56dim CD16+",Wald_ratio,1,0.054282371,0.055259631,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.054026506,0.162591248,1.055782682,0.947406994,1.176555671,0.961923317,NSUN4,Stomach cancer,NSUN4,"NK cell, CD56dim CD16+"
"NSUN4_T cell, CD4, TFH",Wald_ratio,1,0.063569933,0.0647144,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.063270291,0.190410157,1.065634006,0.93868972,1.209745681,0.961923317,NSUN4,Stomach cancer,NSUN4,"T cell, CD4, TFH"
"NSUN4_Monocyte, non-classical",Wald_ratio,1,0.047817255,0.048678122,NA,NA,0.325944632,NA,NA,NA,NA,NA,NA,NA,-0.047591864,0.143226374,1.048978942,0.953522874,1.153991006,0.961923317,NSUN4,Stomach cancer,NSUN4,"Monocyte, non-classical"
"RP11-6L6.2_Monocyte, non-classical",Wald_ratio,1,0.042597725,0.061885315,NA,NA,0.491242895,NA,NA,NA,NA,NA,NA,NA,-0.078697493,0.163892944,1.04351803,0.924319495,1.178088187,0.984446643,RP11-6L6.2,Stomach cancer,RP11-6L6.2,"Monocyte, non-classical"
"CTSK_NK cell, CD56dim CD16+",Wald_ratio,1,0.056685825,0.064606,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.069941935,0.183313586,1.05832326,0.932447961,1.201191025,0.961923317,CTSK,Stomach cancer,CTSK,"NK cell, CD56dim CD16+"
"ARNT_NK cell, CD56dim CD16+",Wald_ratio,1,0.063708868,0.072610307,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.078607333,0.20602507,1.065782071,0.924402835,1.228784009,0.961923317,ARNT,Stomach cancer,ARNT,"NK cell, CD56dim CD16+"
"ARNT_T cell, CD4, naive",Wald_ratio,1,0.06434103,0.073330795,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.079387328,0.208069389,1.066456031,0.923682087,1.231298605,0.961923317,ARNT,Stomach cancer,ARNT,"T cell, CD4, naive"
"CTSK_T cell, CD4, TH1",Wald_ratio,1,0.058906133,0.067136531,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.072681467,0.190493733,1.060675674,0.929896985,1.209846792,0.961923317,CTSK,Stomach cancer,CTSK,"T cell, CD4, TH1"
"CTSK_T cell, CD4, memory TREG",Wald_ratio,1,0.054332772,0.061924177,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.067038615,0.175704158,1.055835896,0.935159089,1.192085338,0.961923317,CTSK,Stomach cancer,CTSK,"T cell, CD4, memory TREG"
"CTSK_T cell, CD4, naive TREG",Wald_ratio,1,0.055497723,0.063251896,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.068475993,0.179471438,1.05706661,0.933815878,1.196584727,0.961923317,CTSK,Stomach cancer,CTSK,"T cell, CD4, naive TREG"
"CTSK_T cell, CD4, TH2",Wald_ratio,1,0.053344934,0.060798318,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.06581977,0.172509638,1.054793417,0.936299599,1.188283273,0.961923317,CTSK,Stomach cancer,CTSK,"T cell, CD4, TH2"
"ARNT_T cell, CD4, TH17",Wald_ratio,1,0.068028688,0.077533695,NA,NA,0.380265039,NA,NA,NA,NA,NA,NA,NA,-0.083937353,0.21999473,1.070396016,0.919488857,1.246070164,0.961923317,ARNT,Stomach cancer,ARNT,"T cell, CD4, TH17"
