id,gene,cell,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4,ldcheck
"CYB5R2_T cell, CD4, TH17",CYB5R2,"T cell, CD4, TH17",Wald_ratio,1,-0.033250556,0.009230087,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.051341527,-0.015159585,0.967296167,0.94995418,0.984954743,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.728807116,1
"CYB5R2_T cell, CD4, TH1",CYB5R2,"T cell, CD4, TH1",Wald_ratio,1,-0.027500058,0.007633795,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.042462297,-0.012537819,0.972874626,0.9584266,0.987540452,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.728666036,1
"CYB5R2_T cell, CD4, naive activated",CYB5R2,"T cell, CD4, naive activated",Wald_ratio,1,-0.033983191,0.009433461,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.052472774,-0.015493607,0.966587752,0.948880155,0.984625801,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.617792092,1
"PPFIBP2_T cell, CD4, TH1",PPFIBP2,"T cell, CD4, TH1",Wald_ratio,1,-0.024135588,0.006699846,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.037267285,-0.011003891,0.976153346,0.963418593,0.989056431,0.011119691,Prostate cancer,ieu-b-85,"PPFIBP2_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.728666036,1
"CYB5R2_T cell, CD4, TFH",CYB5R2,"T cell, CD4, TFH",Wald_ratio,1,-0.029921727,0.008306031,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.046201549,-0.013641906,0.970521496,0.954849494,0.986450723,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.72884882,1
"PPFIBP2_T cell, CD4, naive activated",PPFIBP2,"T cell, CD4, naive activated",Wald_ratio,1,-0.02869856,0.00796649,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.044312881,-0.01308424,0.971709332,0.956654592,0.987000987,0.011119691,Prostate cancer,ieu-b-85,"PPFIBP2_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.617792092,1
"PPFIBP2_T cell, CD4, TFH",PPFIBP2,"T cell, CD4, TFH",Wald_ratio,1,-0.0253308,0.007031627,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.039112789,-0.011548812,0.974987332,0.96164224,0.98851762,0.011119691,Prostate cancer,ieu-b-85,"PPFIBP2_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.72884882,1
"CYB5R2_T cell, CD8, naive",CYB5R2,"T cell, CD8, naive",Wald_ratio,1,-0.027634297,0.007671059,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.042669572,-0.012599021,0.972744037,0.958227963,0.987480014,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.151419258,1
"PPFIBP2_T cell, CD4, memory TREG",PPFIBP2,"T cell, CD4, memory TREG",Wald_ratio,1,-0.026676759,0.007405254,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.041191057,-0.012162461,0.973675923,0.959645766,0.987911203,0.011119691,Prostate cancer,ieu-b-85,"PPFIBP2_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.728827968,1
"CYB5R2_T cell, CD8, naive activated",CYB5R2,"T cell, CD8, naive activated",Wald_ratio,1,-0.029698772,0.008244141,NA,NA,0.000315281,NA,NA,NA,NA,NA,NA,NA,-0.045857288,-0.013540256,0.970737903,0.955178268,0.986551001,0.011119691,Prostate cancer,ieu-b-85,"CYB5R2_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.12376217,1
"RP11-589M4.2_T cell, CD4, TFH",RP11-589M4.2,"T cell, CD4, TFH",Wald_ratio,1,-0.039265463,0.009354419,NA,NA,2.70E-05,NA,NA,NA,NA,NA,NA,NA,-0.057600124,-0.020930801,0.961495434,0.944027366,0.979286728,0.001583726,Prostate cancer,ieu-b-85,"RP11-589M4.2_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.903405618,1
"NCAPD2_T cell, CD4, TH17",NCAPD2,"T cell, CD4, TH17",Wald_ratio,1,-0.033316407,0.010450177,NA,NA,0.001432017,NA,NA,NA,NA,NA,NA,NA,-0.053798755,-0.012834059,0.967232472,0.947622792,0.987247946,0.037338058,Prostate cancer,ieu-b-85,"NCAPD2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.004243426,0.974093989
"RPS6KL1_T cell, CD4, TFH",RPS6KL1,"T cell, CD4, TFH",Wald_ratio,1,0.036892878,0.010921357,NA,NA,0.000730021,NA,NA,NA,NA,NA,NA,NA,0.015487017,0.058298738,1.037581867,1.015607563,1.06003162,0.021930936,Prostate cancer,ieu-b-85,"RPS6KL1_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.006543516,0.983322124
"CTD-2574D22.2_NK cell, CD56dim CD16+",CTD-2574D22.2,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.036757249,0.010764623,NA,NA,0.000638677,NA,NA,NA,NA,NA,NA,NA,-0.05785591,-0.015658588,0.963910097,0.943785928,0.98446337,0.019613201,Prostate cancer,ieu-b-85,"CTD-2574D22.2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.667508751,0.992023968
MPHOSPH6_B_CELL_NAIVE,MPHOSPH6,B,Wald_ratio,1,0.043100126,0.009250263,NA,NA,3.17E-06,NA,NA,NA,NA,NA,NA,NA,0.024969611,0.061230641,1.044042425,1.025283962,1.063144091,0.000256496,Prostate cancer,ieu-b-85,MPHOSPH6_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.430872065,1
"SUPT4H1_T cell, CD4, TH2",SUPT4H1,"T cell, CD4, TH2",Wald_ratio,1,-0.029707023,0.00833447,NA,NA,0.00036475,NA,NA,NA,NA,NA,NA,NA,-0.046042584,-0.013371461,0.970729894,0.955001293,0.98671754,0.012601284,Prostate cancer,ieu-b-85,"SUPT4H1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.535147299,1
"RP1-228P16.1_NK cell, CD56dim CD16+",RP1-228P16.1,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.036683829,0.009815403,NA,NA,0.000185952,NA,NA,NA,NA,NA,NA,NA,-0.055922019,-0.01744564,0.96398087,0.945612873,0.982705655,0.00778695,Prostate cancer,ieu-b-85,"RP1-228P16.1_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.920230853,1
"ZFP30_T cell, CD8, naive",ZFP30,"T cell, CD8, naive",Wald_ratio,1,-0.047499036,0.011560006,NA,NA,3.98E-05,NA,NA,NA,NA,NA,NA,NA,-0.070156649,-0.024841424,0.953611392,0.932247773,0.975464585,0.002221634,Prostate cancer,ieu-b-85,"ZFP30_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.776222546,1
"TMEM180_T cell, CD4, naive TREG",TMEM180,"T cell, CD4, naive TREG",Wald_ratio,1,0.070138327,0.009657601,NA,NA,3.80E-13,NA,NA,NA,NA,NA,NA,NA,0.051209429,0.089067225,1.072656548,1.052543303,1.093154141,2.51E-10,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.002208011,0.995744537
"CCDC53_Monocyte, non-classical",CCDC53,"Monocyte, non-classical",Wald_ratio,1,-0.042975064,0.010057994,NA,NA,1.93E-05,NA,NA,NA,NA,NA,NA,NA,-0.062688732,-0.023261397,0.957935276,0.939235782,0.977007064,0.001169427,Prostate cancer,ieu-b-85,"CCDC53_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.925239816,1
"LIMA1_Monocyte, classical",LIMA1,"Monocyte, classical",Wald_ratio,1,0.027454409,0.008648642,NA,NA,0.00150137,NA,NA,NA,NA,NA,NA,NA,0.010503072,0.044405747,1.027834754,1.010558422,1.04540644,0.038624078,Prostate cancer,ieu-b-85,"LIMA1_Monocyte, classical_Prostate cancer_ieu-b-85",0.352013922,0.995407285
"NINL_T cell, CD4, TH1",NINL,"T cell, CD4, TH1",Wald_ratio,1,-0.034280015,0.010724474,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.055299984,-0.013260046,0.966300888,0.946201261,0.986827481,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.539987215,0.971624204
"NINL_T cell, CD4, TH17",NINL,"T cell, CD4, TH17",Wald_ratio,1,-0.031758652,0.009935668,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.051232561,-0.012284743,0.968740357,0.950057699,0.987790406,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.560293575,0.971624204
"NINL_T cell, CD4, TH2",NINL,"T cell, CD4, TH2",Wald_ratio,1,-0.032383907,0.010131278,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.052241213,-0.012526602,0.968134837,0.949099904,0.987551529,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.577151727,0.971624204
"NINL_T cell, CD4, TFH",NINL,"T cell, CD4, TFH",Wald_ratio,1,-0.031544974,0.009868819,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.050887858,-0.012202089,0.968947379,0.950385243,0.987872054,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.544353789,0.971624204
"NINL_T cell, CD4, TH1 TH17",NINL,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.035095021,0.010979448,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.056614738,-0.013575303,0.965513668,0.944958055,0.986516426,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.479229583,0.971624204
"NINL_T cell, CD4, naive",NINL,"T cell, CD4, naive",Wald_ratio,1,-0.031607175,0.009888278,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.0509882,-0.01222615,0.968887111,0.950289884,0.987848286,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.492771597,0.971624204
"NINL_T cell, CD4, naive activated",NINL,"T cell, CD4, naive activated",Wald_ratio,1,-0.037375578,0.011692918,NA,NA,0.001391403,NA,NA,NA,NA,NA,NA,NA,-0.060293699,-0.014457458,0.963314267,0.941487979,0.985646549,0.036466746,Prostate cancer,ieu-b-85,"NINL_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.483823877,0.971624204
"POU5F1B_Monocyte, non-classical",POU5F1B,"Monocyte, non-classical",Wald_ratio,1,0.097503751,0.008458157,NA,NA,9.56E-31,NA,NA,NA,NA,NA,NA,NA,0.080925764,0.114081738,1.102415577,1.0842904,1.120843737,4.84E-27,Prostate cancer,ieu-b-85,"POU5F1B_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.000168963,0.98554065
"ANP32E_Monocyte, non-classical",ANP32E,"Monocyte, non-classical",Wald_ratio,1,0.027962935,0.008598022,NA,NA,0.001144944,NA,NA,NA,NA,NA,NA,NA,0.011110813,0.044815058,1.028357568,1.011172767,1.045834423,0.031529507,Prostate cancer,ieu-b-85,"ANP32E_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.654528239,0.951740727
"C1QTNF4_T cell, CD4, memory TREG",C1QTNF4,"T cell, CD4, memory TREG",Wald_ratio,1,0.028679288,0.008515693,NA,NA,0.000757661,NA,NA,NA,NA,NA,NA,NA,0.011988529,0.045370046,1.029094498,1.01206068,1.04641501,0.022627127,Prostate cancer,ieu-b-85,"C1QTNF4_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.361874214,0.991691331
"NSUN4_T cell, CD4, TH17",NSUN4,"T cell, CD4, TH17",Wald_ratio,1,0.036903577,0.008314983,NA,NA,9.07E-06,NA,NA,NA,NA,NA,NA,NA,0.02060621,0.053200944,1.037592968,1.020819984,1.054641548,0.000641365,Prostate cancer,ieu-b-85,"NSUN4_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.790067693,1
"AC105053.3_Monocyte, classical",AC105053.3,"Monocyte, classical",Wald_ratio,1,-0.038740886,0.009772476,NA,NA,7.36E-05,NA,NA,NA,NA,NA,NA,NA,-0.057894938,-0.019586833,0.961999945,0.943749094,0.980603742,0.00381924,Prostate cancer,ieu-b-85,"AC105053.3_Monocyte, classical_Prostate cancer_ieu-b-85",9.72E-18,1
"AC012454.4_Monocyte, classical",AC012454.4,"Monocyte, classical",Wald_ratio,1,-0.035655814,0.008994259,NA,NA,7.36E-05,NA,NA,NA,NA,NA,NA,NA,-0.053284562,-0.018027066,0.964972366,0.948110178,0.98213445,0.00381924,Prostate cancer,ieu-b-85,"AC012454.4_Monocyte, classical_Prostate cancer_ieu-b-85",9.72E-18,1
AC093818.1_B_CELL_NAIVE,AC093818.1,B,Wald_ratio,1,0.080456685,0.009953404,NA,NA,6.30E-16,NA,NA,NA,NA,NA,NA,NA,0.060948013,0.099965358,1.083781902,1.062843659,1.105132633,5.32E-13,Prostate cancer,ieu-b-85,AC093818.1_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.046999124,0.980830756
ITGA6_B_CELL_NAIVE,ITGA6,B,Wald_ratio,1,0.086073495,0.010648267,NA,NA,6.30E-16,NA,NA,NA,NA,NA,NA,NA,0.065202891,0.106944099,1.089886427,1.067375563,1.112872042,5.32E-13,Prostate cancer,ieu-b-85,ITGA6_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.046999124,0.980830756
PDK1_B_CELL_NAIVE,PDK1,B,Wald_ratio,1,0.08032,0.009936495,NA,NA,6.30E-16,NA,NA,NA,NA,NA,NA,NA,0.06084447,0.09979553,1.083633775,1.062733614,1.104944967,5.32E-13,Prostate cancer,ieu-b-85,PDK1_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.046999124,0.980830756
"MLPH_T cell, CD4, TH2",MLPH,"T cell, CD4, TH2",Wald_ratio,1,-0.117621143,0.034335595,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.184918908,-0.050323377,0.889032805,0.831171682,0.950921868,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, TH2_Prostate cancer_ieu-b-85",2.17E-05,0.931945029
"MLPH_T cell, CD4, TH17",MLPH,"T cell, CD4, TH17",Wald_ratio,1,-0.114651632,0.033468744,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.180250371,-0.049052893,0.891676722,0.83506111,0.952130767,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, TH17_Prostate cancer_ieu-b-85",1.32E-05,0.931945029
"MLPH_T cell, CD4, naive",MLPH,"T cell, CD4, naive",Wald_ratio,1,-0.125095001,0.03651734,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.196668987,-0.053521015,0.882413069,0.821462503,0.947886021,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.021308744,0.931945029
"MLPH_T cell, CD4, naive activated",MLPH,"T cell, CD4, naive activated",Wald_ratio,1,-0.12671843,0.036991246,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.199221273,-0.054215588,0.880981696,0.819368569,0.947227874,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",1.81E-05,0.931945029
"MLPH_T cell, CD4, naive TREG",MLPH,"T cell, CD4, naive TREG",Wald_ratio,1,-0.127479377,0.037213379,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.200417601,-0.054541154,0.88031157,0.818388922,0.946919539,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",7.94E-05,0.931945029
"MLPH_T cell, CD4, TFH",MLPH,"T cell, CD4, TFH",Wald_ratio,1,-0.122378492,0.035724345,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.192398208,-0.052358776,0.884813411,0.82497829,0.948988332,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.048184753,0.931945029
"MLPH_T cell, CD4, memory TREG",MLPH,"T cell, CD4, memory TREG",Wald_ratio,1,-0.11672623,0.034074355,NA,NA,0.000613369,NA,NA,NA,NA,NA,NA,NA,-0.183511965,-0.049940496,0.889828768,0.832341916,0.951286029,0.01889815,Prostate cancer,ieu-b-85,"MLPH_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.032161237,0.931945029
"ARIH2_T cell, CD4, naive",ARIH2,"T cell, CD4, naive",Wald_ratio,1,-0.031320335,0.008159079,NA,NA,0.000123683,NA,NA,NA,NA,NA,NA,NA,-0.047312129,-0.01532854,0.969165066,0.953789645,0.984788344,0.005645942,Prostate cancer,ieu-b-85,"ARIH2_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.034778159,1
"NKX3-1_T cell, CD4, naive",NKX3-1,"T cell, CD4, naive",Wald_ratio,1,-0.084928861,0.009936832,NA,NA,1.26E-17,NA,NA,NA,NA,NA,NA,NA,-0.104405052,-0.06545267,0.918577629,0.900860328,0.936643377,1.37E-14,Prostate cancer,ieu-b-85,"NKX3-1_T cell, CD4, naive_Prostate cancer_ieu-b-85",5.06E-05,1
"L3MBTL3_T cell, CD8, naive activated",L3MBTL3,"T cell, CD8, naive activated",Wald_ratio,1,-0.035968511,0.008966362,NA,NA,6.03E-05,NA,NA,NA,NA,NA,NA,NA,-0.053542581,-0.018394441,0.96467067,0.947865579,0.981773704,0.003252348,Prostate cancer,ieu-b-85,"L3MBTL3_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.851502995,1
"HLA-G_T cell, CD8, naive activated",HLA-G,"T cell, CD8, naive activated",Wald_ratio,1,0.032541695,0.00705511,NA,NA,3.98E-06,NA,NA,NA,NA,NA,NA,NA,0.018713679,0.04636971,1.033076966,1.018889877,1.047461596,0.000308561,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.000472148,0.964775773
"HLA-J_T cell, CD8, naive activated",HLA-J,"T cell, CD8, naive activated",Wald_ratio,1,0.037449355,0.008119101,NA,NA,3.98E-06,NA,NA,NA,NA,NA,NA,NA,0.021535916,0.053362793,1.038159418,1.021769488,1.054812255,0.000308561,Prostate cancer,ieu-b-85,"HLA-J_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.0006618,0.964775773
"UHRF1BP1_T cell, CD4, naive",UHRF1BP1,"T cell, CD4, naive",Wald_ratio,1,0.042069929,0.007616108,NA,NA,3.32E-08,NA,NA,NA,NA,NA,NA,NA,0.027142358,0.056997501,1.04296741,1.027514067,1.058653165,7.53E-06,Prostate cancer,ieu-b-85,"UHRF1BP1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.688944971,1
"UHRF1BP1_T cell, CD4, TH2",UHRF1BP1,"T cell, CD4, TH2",Wald_ratio,1,0.04099525,0.007421554,NA,NA,3.32E-08,NA,NA,NA,NA,NA,NA,NA,0.026449004,0.055541495,1.041847156,1.026801883,1.057112881,7.53E-06,Prostate cancer,ieu-b-85,"UHRF1BP1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.715965275,1
"UHRF1BP1_T cell, CD8, naive",UHRF1BP1,"T cell, CD8, naive",Wald_ratio,1,0.057591327,0.010426016,NA,NA,3.32E-08,NA,NA,NA,NA,NA,NA,NA,0.037156336,0.078026319,1.059282008,1.037855262,1.081151113,7.53E-06,Prostate cancer,ieu-b-85,"UHRF1BP1_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.775470366,1
"RP5-1029F21.2_Monocyte, non-classical",RP5-1029F21.2,"Monocyte, non-classical",Wald_ratio,1,-0.037517322,0.010217483,NA,NA,0.000240777,NA,NA,NA,NA,NA,NA,NA,-0.05754359,-0.017491054,0.963177733,0.944080737,0.982661026,0.009606452,Prostate cancer,ieu-b-85,"RP5-1029F21.2_Monocyte, non-classical_Prostate cancer_ieu-b-85",5.18E-20,0.989382334
"RP4-607J23.2_T cell, CD4, TH2",RP4-607J23.2,"T cell, CD4, TH2",Wald_ratio,1,-0.064095912,0.010568486,NA,NA,1.32E-09,NA,NA,NA,NA,NA,NA,NA,-0.084810145,-0.043381679,0.937915038,0.918686685,0.957545845,6.28E-07,Prostate cancer,ieu-b-85,"RP4-607J23.2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.008951443,1
"TUBA1C_Monocyte, non-classical",TUBA1C,"Monocyte, non-classical",Wald_ratio,1,0.049458461,0.011320193,NA,NA,1.25E-05,NA,NA,NA,NA,NA,NA,NA,0.027270883,0.071646038,1.050701946,1.027646137,1.074275024,0.00082475,Prostate cancer,ieu-b-85,"TUBA1C_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.906004001,0.990651949
"TRAF1_T cell, CD4, TH2",TRAF1,"T cell, CD4, TH2",Wald_ratio,1,0.033314282,0.010712828,NA,NA,0.001872419,NA,NA,NA,NA,NA,NA,NA,0.012317139,0.054311425,1.033875417,1.012393308,1.055813357,0.046056051,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.00410938,0.947599062
"SESN1_T cell, CD4, memory TREG",SESN1,"T cell, CD4, memory TREG",Wald_ratio,1,0.051694394,0.009890706,NA,NA,1.73E-07,NA,NA,NA,NA,NA,NA,NA,0.03230861,0.071080178,1.053053873,1.032836199,1.073667307,2.88E-05,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.590521917,0.942827406
"TMEM180_T cell, CD8, naive",TMEM180,"T cell, CD8, naive",Wald_ratio,1,0.062353863,0.00858573,NA,NA,3.80E-13,NA,NA,NA,NA,NA,NA,NA,0.045525832,0.079181893,1.064338908,1.04657804,1.082401186,2.51E-10,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.87601763,0.991508105
"TMEM180_T cell, CD4, naive",TMEM180,"T cell, CD4, naive",Wald_ratio,1,0.059311026,0.008969531,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.041730745,0.076891308,1.061105221,1.042613712,1.079924691,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.743221851,0.975067377
"TMEM180_NK cell, CD56dim CD16+",TMEM180,"NK cell, CD56dim CD16+",Wald_ratio,1,0.067564224,0.010217652,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.047537626,0.087590822,1.06989897,1.048685658,1.091541396,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.615135118,0.975067377
"TMEM180_T cell, CD4, memory TREG",TMEM180,"T cell, CD4, memory TREG",Wald_ratio,1,0.060474541,0.009145488,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.042549384,0.078399698,1.062340552,1.043467586,1.081554868,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.338111329,0.975067377
"TMEM180_T cell, CD4, TFH",TMEM180,"T cell, CD4, TFH",Wald_ratio,1,0.056520732,0.008547559,NA,NA,3.78E-11,NA,NA,NA,NA,NA,NA,NA,0.039767517,0.073273947,1.058148552,1.040568831,1.076025271,1.98E-08,Prostate cancer,ieu-b-85,"TMEM180_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.0429427,0.975067377
"RP11-787I22.3_T cell, CD8, naive",RP11-787I22.3,"T cell, CD8, naive",Wald_ratio,1,0.052991543,0.009649695,NA,NA,3.98E-08,NA,NA,NA,NA,NA,NA,NA,0.034078142,0.071904945,1.054420728,1.034665454,1.074553197,8.65E-06,Prostate cancer,ieu-b-85,"RP11-787I22.3_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.647779589,0.990966494
"SESN1_T cell, CD4, naive",SESN1,"T cell, CD4, naive",Wald_ratio,1,0.043445609,0.007911392,NA,NA,3.98E-08,NA,NA,NA,NA,NA,NA,NA,0.027939281,0.058951937,1.044403187,1.028333243,1.060724258,8.65E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.590162586,0.990966494
"SEPTIN2�_T cell, CD4, TFH",SEPTIN2�,"T cell, CD4, TFH",Wald_ratio,1,-0.03375123,0.010094546,NA,NA,0.000827253,NA,NA,NA,NA,NA,NA,NA,-0.053536539,-0.01396592,0.966811989,0.947871306,0.986131151,0.02437029,Prostate cancer,ieu-b-85,"SEPTIN2�_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.005433277,1
"HAUS4_T cell, CD8, naive",HAUS4,"T cell, CD8, naive",Wald_ratio,1,0.034663752,0.009550217,NA,NA,0.000283828,NA,NA,NA,NA,NA,NA,NA,0.015945326,0.053382177,1.035271542,1.016073131,1.054832701,0.011006306,Prostate cancer,ieu-b-85,"HAUS4_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.022174267,0.984222726
"LY6G5C_T cell, CD4, TH17",LY6G5C,"T cell, CD4, TH17",Wald_ratio,1,0.036748135,0.00953523,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.018059083,0.055437186,1.037431695,1.018223135,1.057002621,0.005338059,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.83E-07,1
"LY6G5C_T cell, CD4, TH1 TH17",LY6G5C,"T cell, CD4, TH1 TH17",Wald_ratio,1,0.0345916,0.008975663,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.016999301,0.0521839,1.035196848,1.017144611,1.053569476,0.005338059,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",5.47E-08,1
"LY6G5C_T cell, CD4, memory TREG",LY6G5C,"T cell, CD4, memory TREG",Wald_ratio,1,0.03857009,0.010007983,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.018954444,0.058185736,1.039323572,1.01913522,1.059911842,0.005338059,Prostate cancer,ieu-b-85,"LY6G5C_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",9.35E-07,1
LY6G5C_B_CELL_NAIVE,LY6G5C,B,Wald_ratio,1,0.033670225,0.008736589,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.016546511,0.05079394,1.034243483,1.016684162,1.052106074,0.005338059,Prostate cancer,ieu-b-85,LY6G5C_B_CELL_NAIVE_Prostate cancer_ieu-b-85,3.29E-08,1
"LY6G5C_NK cell, CD56dim CD16+",LY6G5C,"NK cell, CD56dim CD16+",Wald_ratio,1,0.04229803,0.010975291,NA,NA,0.000116236,NA,NA,NA,NA,NA,NA,NA,0.02078646,0.0638096,1.043205339,1.021004004,1.065889434,0.005338059,Prostate cancer,ieu-b-85,"LY6G5C_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.81E-06,1
